id	sentence	english	created_at
4445	今天看見白色飛機。	I saw a white airplane today.	2026-06-29 16:19:41
4446	山上的星星很亮。	The stars on the mountain are bright.	2026-06-29 16:19:41
4447	它從旁邊跑過去。	It ran past from the side.	2026-06-29 16:19:41
4448	今天試著慢慢讀。	Today I tried reading slowly.	2026-06-29 16:19:41
4449	謝謝你介紹大家。	Thank you for introducing everyone.	2026-06-29 16:19:41
4450	這些球夠我們玩。	These balls are enough for us to play.	2026-06-29 16:19:41
4451	姐姐說哥哥生病了。	Older sister said older brother is sick.	2026-06-29 16:19:41
4452	因為怕高不搭飛機。	Because I'm afraid of heights, I don't fly.	2026-06-29 16:19:41
4453	我從山上坐火車回家。	I took the train home from the mountain.	2026-06-29 16:19:41
4454	哥哥叫我介紹自己。	My older brother asked me to introduce myself.	2026-06-29 16:19:41
4455	姊姊告訴我要努力。	My older sister told me to work hard.	2026-06-29 16:19:41
4456	今天英文考試不難。	Today's English test wasn't difficult.	2026-06-29 16:19:41
4457	星期三九點鐘集合。	Meet at nine o'clock on Wednesday.	2026-06-29 16:19:41
4458	請看著我的眼睛說。	Please look into my eyes while speaking.	2026-06-29 16:19:41
4459	紅酒不是我的最愛。	Red wine isn't my favorite.	2026-06-29 16:19:41
4460	因為下雨所以慢慢走。	Because it's raining, walk slowly.	2026-06-29 16:19:41
4461	我們一起介紹老師吧。	Let's introduce the teacher together.	2026-06-29 16:19:41
4462	今天試讀新的英文書。	Today I tried reading a new English book.	2026-06-29 16:19:41
4463	哥哥應該早點休息。	My older brother should rest earlier.	2026-06-29 16:19:41
4464	我終於看懂這一句。	I finally understood this sentence.	2026-06-29 16:19:41
4465	低一點比較舒服。	A little lower is more comfortable.	2026-06-29 16:45:34
4466	低頭不要玩手機。	Don't play with your phone while looking down.	2026-06-29 16:45:34
4467	老師問我姓什麼。	The teacher asked my last name.	2026-06-29 16:45:34
4468	旁邊那家很好吃。	The place next door is delicious.	2026-06-29 16:45:34
4469	他忘了我姓什麼。	He forgot my surname.	2026-06-29 16:46:19
4470	我們共騎腳踏車。	We rode bicycles together.	2026-06-29 16:46:19
4471	兩人共看一本書。	Two people shared one book.	2026-06-29 16:46:19
4472	我們共搭計程車。	We took a taxi together.	2026-06-29 16:46:19
4473	電視正在播球賽。	The TV is showing a ball game.	2026-06-29 16:46:19
4474	我低頭找了很久的手機。	I looked down for a long time searching for my phone.	2026-06-29 16:53:37
4475	請把音量調低一點吧。	Please turn the volume down a little.	2026-06-29 16:53:37
4476	今天氣溫比昨天低很多。	Today's temperature is much lower than yesterday's.	2026-06-29 16:53:37
4477	他低著頭慢慢走回家。	He walked home slowly with his head down.	2026-06-29 16:53:37
4478	低頭看路比較安全喔。	Looking down at the road is safer.	2026-06-29 16:53:37
4479	老師要大家把頭低下。	The teacher asked everyone to lower their heads.	2026-06-29 16:53:37
4480	我姓陳請多多指教。	My surname is Chen. Nice to meet you.	2026-06-29 16:53:37
4481	請問你姓什麼名字呢？	May I ask your last name?	2026-06-29 16:53:37
4482	老師姓林人很親切。	The teacher's surname is Lin and is very kind.	2026-06-29 16:53:37
4483	原來我們都姓王啊。	So we all have the surname Wang.	2026-06-29 16:53:37
4484	我忘記他到底姓什麼。	I forgot what his last name is.	2026-06-29 16:53:37
4485	她姓黃不是姓李啦。	Her surname is Huang, not Lee.	2026-06-29 16:53:37
4486	這一句我真的看不懂。	I really don't understand this sentence.	2026-06-29 16:53:37
4487	請再念一次那一句話。	Please read that sentence again.	2026-06-29 16:53:37
4488	老師叫我造一句話。	The teacher asked me to make a sentence.	2026-06-29 16:53:37
4489	這句話說得很自然。	This sentence sounds very natural.	2026-06-29 16:53:37
4490	我一直記得那一句話。	I always remember that sentence.	2026-06-29 16:53:37
4491	請把這一句寫下來。	Please write down this sentence.	2026-06-29 16:53:37
4492	今天走太多路腳好痠。	My feet are sore from walking too much today.	2026-06-29 16:53:37
4493	你的腳怎麼受傷了啊？	How did your foot get injured?	2026-06-29 16:53:37
4494	請把腳放到椅子下。	Please put your feet under the chair.	2026-06-29 16:53:37
4495	他跑步跑到腳抽筋了。	He got a leg cramp from running.	2026-06-29 16:53:37
4496	我的腳踩到一灘水了。	I stepped into a puddle.	2026-06-29 16:53:37
4497	腳還沒好先別運動。	Your foot hasn't healed yet, so don't exercise.	2026-06-29 16:53:37
4498	我姊今天陪我去醫院。	My older sister went to the hospital with me today.	2026-06-29 16:53:37
4499	姊姊剛剛下班回家了。	My older sister just got home from work.	2026-06-29 16:53:37
4500	我跟姊一起去買菜了。	I went grocery shopping with my older sister.	2026-06-29 16:53:37
4501	姊說今晚一起吃飯吧。	My older sister said let's have dinner tonight.	2026-06-29 16:53:37
4502	姊幫我修好了電腦。	My older sister fixed my computer.	2026-06-29 16:53:37
4503	我姊昨天送我生日禮物。	My older sister gave me a birthday gift yesterday.	2026-06-29 16:53:37
4504	我們共吃一份大火鍋。	We shared one large hot pot.	2026-06-29 16:53:37
4505	今天大家共同完成工作。	Everyone completed the work together today.	2026-06-29 16:53:37
4506	我們共同討論這件事。	We discussed this matter together.	2026-06-29 16:53:37
4507	大家共搭捷運去上班。	We all took the MRT to work together.	2026-06-29 16:53:37
4508	請大家共同保持安靜。	Please everyone keep quiet together.	2026-06-29 16:53:37
4509	我們共度了快樂假期。	We spent a happy vacation together.	2026-06-29 16:53:37
4510	爸爸正在客廳看電視。	Dad is watching TV in the living room.	2026-06-29 16:53:37
4511	晚上不要一直看電視。	Don't keep watching TV at night.	2026-06-29 16:53:37
4512	這部電視劇很好看耶。	This TV drama is really good.	2026-06-29 16:53:37
4513	妹妹正在看電視卡通。	My younger sister is watching cartoons on TV.	2026-06-29 16:53:37
4514	吃飯時不要看電視啦。	Don't watch TV while eating.	2026-06-29 16:53:37
4515	電視突然沒有畫面了。	The TV suddenly lost its picture.	2026-06-29 16:53:37
4516	請坐在我的旁邊吧。	Please sit beside me.	2026-06-29 16:53:37
4517	超商就在學校旁邊喔。	The convenience store is right beside the school.	2026-06-29 16:53:37
4518	我家旁邊新開咖啡店。	A new coffee shop opened next to my home.	2026-06-29 16:53:37
4519	他站在老師旁邊聊天。	He stood beside the teacher chatting.	2026-06-29 16:53:37
4520	包包放在椅子旁邊吧。	Put the bag beside the chair.	2026-06-29 16:53:37
4521	貓咪一直睡在我旁邊。	The cat keeps sleeping beside me.	2026-06-29 16:53:37
4522	今天搭高鐵回台中。	Today I'm taking the high-speed rail back to Taichung.	2026-06-29 16:54:24
4523	我住在台南很多年。	I've lived in Tainan for many years.	2026-06-29 16:54:24
4524	台北今天一直下雨。	It's been raining all day in Taipei.	2026-06-29 16:54:24
4525	台東的海真的很美。	The sea in Taitung is truly beautiful.	2026-06-29 16:54:24
4526	我想去台灣環島玩。	I want to travel around Taiwan.	2026-06-29 16:54:24
4527	台上那位是老師嗎？	Is the person on the stage the teacher?	2026-06-29 16:54:24
4528	今天氣溫比昨天低。	Today's temperature is lower than yesterday's.	2026-06-29 16:54:24
4529	請把音量調低一點。	Please turn the volume down a little.	2026-06-29 16:54:24
4530	他低著頭慢慢走路。	He walked slowly with his head down.	2026-06-29 16:54:24
4531	低頭看手機很危險。	Looking at your phone while walking is dangerous.	2026-06-29 16:54:24
4532	今天水位變得很低。	The water level became very low today.	2026-06-29 16:54:24
4533	價格再低我就買。	I'll buy it if the price is any lower.	2026-06-29 16:54:24
4534	真的非常謝謝你啊。	Thank you so very much.	2026-06-29 16:54:24
4535	我要謝謝大家幫忙。	I want to thank everyone for helping.	2026-06-29 16:54:24
4536	謝謝你陪我回家。	Thank you for walking me home.	2026-06-29 16:54:24
4537	老師謝謝你的努力。	The teacher thanked you for your hard work.	2026-06-29 16:54:24
4538	先跟媽媽說謝謝。	Thank your mom first.	2026-06-29 16:54:24
4539	我想當面謝謝他。	I want to thank him in person.	2026-06-29 16:54:24
4540	我們九點準時出發。	We'll leave at nine o'clock sharp.	2026-06-29 16:54:24
4541	今天九號要開會。	We have a meeting on the ninth today.	2026-06-29 16:54:24
4542	九月天氣很舒服。	The weather is very pleasant in September.	2026-06-29 16:54:24
4543	九樓風景很漂亮。	The view from the ninth floor is beautiful.	2026-06-29 16:54:24
4544	我排在第九個人。	I'm the ninth person in line.	2026-06-29 16:54:24
4545	九點前記得回家。	Remember to be home before nine.	2026-06-29 16:54:24
4546	今天是十五號耶。	Today is the fifteenth.	2026-06-29 16:54:24
4547	請到三號櫃台辦理。	Please go to counter number three.	2026-06-29 16:54:24
4548	我的座位是八號。	My seat is number eight.	2026-06-29 16:54:24
4549	七號公車快到了。	Bus number seven is arriving soon.	2026-06-29 16:54:24
4550	你的號碼幾號呢？	What's your number?	2026-06-29 16:54:24
4551	今天剛好一號發薪。	Payday happens to be the first today.	2026-06-29 16:54:24
4552	你應該早點睡覺。	You should go to bed earlier.	2026-06-29 16:54:24
4553	現在該準備出門了。	It's time to get ready to go out.	2026-06-29 16:54:24
4554	我們該回家吃飯。	We should head home for dinner.	2026-06-29 16:54:24
4555	這件事你該知道。	You should know about this.	2026-06-29 16:54:24
4556	今天該輪到你了。	It's your turn today.	2026-06-29 16:54:24
4557	你不該一直熬夜。	You shouldn't stay up so late.	2026-06-29 16:54:24
4558	別怕我陪著你走。	Don't be afraid. I'll walk with you.	2026-06-29 16:54:24
4559	我最怕坐雲霄飛車。	I'm most afraid of roller coasters.	2026-06-29 16:54:24
4560	他怕今天會下雨。	He's afraid it will rain today.	2026-06-29 16:54:24
4561	不要怕開口發問。	Don't be afraid to ask questions.	2026-06-29 16:54:24
4562	妹妹很怕看醫生。	My younger sister is afraid of seeing the doctor.	2026-06-29 16:54:24
4563	我怕趕不上火車。	I'm afraid I'll miss the train.	2026-06-29 16:54:24
4564	因為下雨所以塞車。	Because it rained, there was heavy traffic.	2026-06-29 16:54:24
4565	因為太累先休息。	Because I was too tired, I rested first.	2026-06-29 16:54:24
4566	因為忘記所以遲到。	I was late because I forgot.	2026-06-29 16:54:24
4567	因工作忙沒回家。	I didn't go home because work was busy.	2026-06-29 16:54:24
4568	因天氣冷多穿點。	Because it's cold, wear a bit more.	2026-06-29 16:54:24
4569	因為有你很安心。	Because of you, I feel at ease.	2026-06-29 16:54:24
4570	今天搭高鐵回台北。	I'm taking the high-speed rail back to Taipei today.	2026-06-29 16:56:19
4571	我想去台南玩兩天。	I want to visit Tainan for two days.	2026-06-29 16:56:19
4572	台中的天氣很好。	The weather in Taichung is nice.	2026-06-29 16:56:19
4573	台東海邊很舒服。	The seaside in Taitung is very relaxing.	2026-06-29 16:56:19
4574	我住在台灣北部。	I live in northern Taiwan.	2026-06-29 16:56:19
4575	台上那位是主任。	The person on the stage is the director.	2026-06-29 16:56:19
4576	這件外套要一千元。	This jacket costs one thousand dollars.	2026-06-29 16:56:19
4577	我存了一千多元。	I saved more than one thousand dollars.	2026-06-29 16:56:19
4578	今天走了幾千步。	I walked several thousand steps today.	2026-06-29 16:56:19
4579	他花了三千買鞋。	He spent three thousand on shoes.	2026-06-29 16:56:19
4580	這裡有上千本書。	There are over a thousand books here.	2026-06-29 16:56:19
4581	一千元應該夠了。	One thousand dollars should be enough.	2026-06-29 16:56:19
4582	這些菜已經夠了。	These dishes are enough.	2026-06-29 16:56:19
4583	今天時間不夠用。	There isn't enough time today.	2026-06-29 16:56:19
4584	錢帶得夠不夠啊？	Did you bring enough money?	2026-06-29 16:56:19
4585	這樣真的夠好了。	This is already good enough.	2026-06-29 16:56:19
4586	五分鐘就夠了啦。	Five minutes is enough.	2026-06-29 16:56:19
4587	今天工作很多耶。	There's a lot of work today.	2026-06-29 16:56:19
4588	他工作非常認真。	He works very diligently.	2026-06-29 16:56:19
4589	這份功課寫完了。	I finished this homework.	2026-06-29 16:56:19
4590	今天功課有點難。	Today's homework is a bit difficult.	2026-06-29 16:56:19
4591	你的功夫很厲害。	Your skills are impressive.	2026-06-29 16:56:19
4592	成功需要努力啊。	Success requires hard work.	2026-06-29 16:56:19
4593	我還想再想想看。	I want to think about it a bit more.	2026-06-29 16:56:19
4594	他正在思考答案。	He is thinking about the answer.	2026-06-29 16:56:19
4595	這件事值得深思。	This matter is worth thinking about.	2026-06-29 16:56:19
4596	我思念家鄉很久。	I've missed my hometown for a long time.	2026-06-29 16:56:19
4597	先思思再決定吧。	Think it through before deciding.	2026-06-29 16:56:19
4598	請告訴我原因吧。	Please tell me the reason.	2026-06-29 16:56:19
4599	我想訴說心情啊。	I want to express how I feel.	2026-06-29 16:56:19
4600	他向老師訴苦了。	He complained to the teacher.	2026-06-29 16:56:19
4601	請訴說你的想法。	Please share your thoughts.	2026-06-29 16:56:19
4602	她慢慢訴說往事。	She slowly recounted the past.	2026-06-29 16:56:19
4603	我想告訴你一件事。	I want to tell you something.	2026-06-29 16:56:19
4604	我姓林請多指教。	My surname is Lin. Nice to meet you.	2026-06-29 16:56:19
4605	老師姓王很親切。	The teacher's surname is Wang and is very kind.	2026-06-29 16:56:19
4606	請問你姓什麼呢？	May I ask your last name?	2026-06-29 16:56:19
4607	原來我們都姓陳。	It turns out we all have the surname Chen.	2026-06-29 16:56:19
4608	她姓黃不是姓李。	Her surname is Huang, not Lee.	2026-06-29 16:56:19
4609	我忘記他姓什麼。	I forgot his last name.	2026-06-29 16:56:19
4610	我的眼睛有點乾。	My eyes feel a little dry.	2026-06-29 16:56:19
4611	眼睛不要一直揉。	Don't keep rubbing your eyes.	2026-06-29 16:56:19
4612	她眼睛又紅又癢。	Her eyes are red and itchy.	2026-06-29 16:56:19
4613	眼睛累了先休息。	Rest your eyes when they're tired.	2026-06-29 16:56:19
4614	陽光刺得眼睛痛。	The sunlight hurts my eyes.	2026-06-29 16:56:19
4615	你的眼睛很漂亮。	Your eyes are very beautiful.	2026-06-29 16:56:19
4617	我住在台中很多年。	I've lived in Taichung for many years.	2026-06-29 16:57:45
4618	台南的小吃很好吃。	Tainan's local food is delicious.	2026-06-29 16:57:45
4619	台東的天空好藍啊。	The sky in Taitung is so blue.	2026-06-29 16:57:45
4620	我想去台灣旅行。	I want to travel around Taiwan.	2026-06-29 16:57:45
4621	台北今天有點冷。	It's a little cold in Taipei today.	2026-06-29 16:57:45
4622	他昨天搬到台中。	He moved to Taichung yesterday.	2026-06-29 16:57:45
4623	我們下週去台南。	We're going to Tainan next week.	2026-06-29 16:57:45
4624	台灣水果非常甜。	Taiwan's fruit is very sweet.	2026-06-29 16:57:45
4625	我第一次到台東。	It's my first time in Taitung.	2026-06-29 16:57:45
4626	台北捷運很方便。	Taipei's MRT is very convenient.	2026-06-29 16:57:45
4627	台南天氣很舒服。	The weather in Tainan is very pleasant.	2026-06-29 16:57:45
4628	我朋友住在台北。	My friend lives in Taipei.	2026-06-29 16:57:45
4629	今天從台中出發。	We're departing from Taichung today.	2026-06-29 16:57:45
4630	台灣夜市很熱鬧。	Taiwan's night markets are lively.	2026-06-29 16:57:45
4631	我最愛台南牛肉湯。	I love Tainan beef soup the most.	2026-06-29 16:57:45
4632	台東海邊風很大。	The wind is strong by the coast in Taitung.	2026-06-29 16:57:45
4633	台北晚上很熱鬧。	Taipei is lively at night.	2026-06-29 16:57:45
4634	我打算搬去台中。	I plan to move to Taichung.	2026-06-29 16:57:45
4635	台灣冬天不太冷。	Taiwan's winters aren't very cold.	2026-06-29 16:57:45
4636	爸媽住在台南市。	My parents live in Tainan City.	2026-06-29 16:57:45
4637	今天台北一直下雨。	It's been raining all day in Taipei.	2026-06-29 16:57:45
4638	台中公園很漂亮。	Taichung Park is very beautiful.	2026-06-29 16:57:45
4639	我們開車去台東。	We're driving to Taitung.	2026-06-29 16:57:45
4640	台灣人很熱情啊。	Taiwanese people are very friendly.	2026-06-29 16:57:45
4641	我明天回台北家。	I'm going back home to Taipei tomorrow.	2026-06-29 16:57:45
4642	台南古蹟很多耶。	Tainan has many historic sites.	2026-06-29 16:57:45
4643	台東適合看星星。	Taitung is great for stargazing.	2026-06-29 16:57:45
4644	我喜歡台灣生活。	I like living in Taiwan.	2026-06-29 16:57:45
4645	今天飛回台北了。	I flew back to Taipei today.	2026-06-29 16:57:45
4646	台中早餐很好吃。	Taichung has delicious breakfasts.	2026-06-29 16:57:45
4647	台南巷子很有味。	Tainan's alleys have lots of character.	2026-06-29 16:57:45
4648	台灣茶很好喝喔。	Taiwan tea is very tasty.	2026-06-29 16:57:45
4649	我常去台北出差。	I often travel to Taipei for work.	2026-06-29 16:57:45
4650	台東真的很放鬆。	Taitung is truly relaxing.	2026-06-29 16:57:45
4651	台中朋友來找我。	My friend from Taichung came to see me.	2026-06-29 16:57:45
4652	我想住在台南市。	I want to live in Tainan City.	2026-06-29 16:57:45
4653	台灣春天很舒服。	Spring in Taiwan is very pleasant.	2026-06-29 16:57:45
4654	台北咖啡店很多。	Taipei has many coffee shops.	2026-06-29 16:57:45
4655	今天經過台中站。	I passed through Taichung Station today.	2026-06-29 16:57:45
4656	台東日出很漂亮。	Sunrise in Taitung is beautiful.	2026-06-29 16:57:45
4657	我推薦台南美食。	I recommend Tainan's food.	2026-06-29 16:57:45
4658	台灣風景很迷人。	Taiwan's scenery is captivating.	2026-06-29 16:57:45
4659	台北生活很方便。	Life in Taipei is very convenient.	2026-06-29 16:57:45
4660	台中夜景很迷人。	Taichung's night view is charming.	2026-06-29 16:57:45
4661	我們相約去台東。	We agreed to go to Taitung together.	2026-06-29 16:57:45
4662	台南真的很好玩。	Tainan is really fun.	2026-06-29 16:57:45
4663	台灣四季都很美。	Taiwan is beautiful in every season.	2026-06-29 16:57:45
4664	台北街頭很熱鬧。	Taipei's streets are bustling.	2026-06-29 16:57:45
4665	希望再去台灣玩。	I hope to visit Taiwan again.	2026-06-29 16:57:45
4666	姐姐今天從台北迴家了。	My older sister came home from Taipei today.	2026-06-29 16:59:04
4667	我和姐姐慢慢走回家。	I walked home slowly with my older sister.	2026-06-29 16:59:04
4668	姐姐從小就很會照顧人。	My older sister has taken care of people since she was young.	2026-06-29 16:59:04
4669	姐姐說話總是很溫柔。	My older sister always speaks very gently.	2026-06-29 16:59:04
4670	姐姐幫我整理書包。	My older sister helped me organize my school bag.	2026-06-29 16:59:04
4671	姐姐從山上帶回紀念品。	My older sister brought souvenirs from the mountain.	2026-06-29 16:59:04
4672	這句話讓我很難理解。	This sentence is very hard for me to understand.	2026-06-29 16:59:04
4673	請再幫我造一句話。	Please help me make another sentence.	2026-06-29 16:59:04
4674	老師寫在黑板那一句。	The sentence the teacher wrote on the board.	2026-06-29 16:59:04
4675	我忘記那一句是什麼。	I forgot what that sentence was.	2026-06-29 16:59:04
4676	這句話真的很有道理。	This sentence really makes sense.	2026-06-29 16:59:04
4677	我們反覆練習這句話。	We repeatedly practiced this sentence.	2026-06-29 16:59:04
4678	紅色衣服今天很顯眼。	The red clothing is very eye-catching today.	2026-06-29 16:59:04
4679	我喜歡那雙紅色鞋子。	I like those red shoes.	2026-06-29 16:59:04
4680	紅燈亮起要馬上停。	Stop immediately when the red light is on.	2026-06-29 16:59:04
4681	她買了一件紅外套。	She bought a red coat.	2026-06-29 16:59:04
4682	紅茶加奶很好喝喔。	Milk tea tastes very good.	2026-06-29 16:59:04
4683	這條紅線畫得很直。	This red line is drawn very straight.	2026-06-29 16:59:04
4684	我的腳今天走太多。	My feet walked too much today.	2026-06-29 16:59:04
4685	腳踩到水差點滑倒。	I almost slipped stepping in water.	2026-06-29 16:59:04
4686	請把腳放到椅下。	Please put your feet under the chair.	2026-06-29 16:59:04
4687	他腳受傷還在復健。	He is still recovering from a foot injury.	2026-06-29 16:59:04
4688	腳痠的時候要休息。	Rest when your feet are sore.	2026-06-29 16:59:04
4689	不要讓腳一直冰冷。	Don't keep your feet cold.	2026-06-29 16:59:04
4690	他從台中搭車回家。	He took a ride home from Taichung.	2026-06-29 16:59:04
4691	我從學校走路回來。	I walked home from school.	2026-06-29 16:59:04
4692	她從小就喜歡畫畫。	She has loved drawing since childhood.	2026-06-29 16:59:04
4693	從現在開始要努力。	Start working hard from now on.	2026-06-29 16:59:04
4694	我從山上下來很累。	I came down from the mountain very tired.	2026-06-29 16:59:04
4695	他從早忙到晚上。	He has been busy from morning till night.	2026-06-29 16:59:04
4696	那座山看起來很高。	That mountain looks very tall.	2026-06-29 16:59:04
4697	我們一起去爬山吧。	Let's go hiking together.	2026-06-29 16:59:04
4698	山上的空氣很清新。	The air on the mountain is fresh.	2026-06-29 16:59:04
4699	白色衣服很容易髒。	White clothes get dirty easily.	2026-06-29 16:59:04
4700	白天上班晚上休息。	Work during the day and rest at night.	2026-06-29 16:59:04
4701	白飯配菜很家常。	Rice with dishes is very home-style.	2026-06-29 16:59:04
4702	白雲飄在藍天上。	White clouds float in the blue sky.	2026-06-29 16:59:04
4703	我喜歡白色簡約風。	I like a simple white style.	2026-06-29 16:59:04
4704	白天的街道很安靜。	The streets are quiet during the day.	2026-06-29 16:59:04
4705	請慢慢說不要急。	Please speak slowly and don't rush.	2026-06-29 16:59:04
4706	他慢慢走向車站。	He slowly walked toward the station.	2026-06-29 16:59:04
4707	慢一點比較安全。	Going slower is safer.	2026-06-29 16:59:04
4708	請慢慢吃不要急。	Please eat slowly and don't rush.	2026-06-29 16:59:04
4709	車子慢慢開進來。	The car slowly drove in.	2026-06-29 16:59:04
4710	時間過得真的很慢。	Time really passes slowly.	2026-06-29 16:59:04
4711	姊今天下班後開始思考人生規劃方向了	My sister started thinking about life plans after work today	2026-06-29 17:02:01
4712	我們共喝紅酒聊天討論工作專案進度情況	We drank wine together and discussed work project progress	2026-06-29 17:02:01
4713	公司視訊會議中用英語報告提升工作功效	In video meetings, English reports improve work efficiency	2026-06-29 17:02:01
4714	姊在夜晚看星星時常思念留學英國生活	My sister misses her UK study life while stargazing at night	2026-06-29 17:02:01
4715	團隊共用系統提升工作功效率非常明顯	The shared system clearly improves team efficiency	2026-06-29 17:02:01
4716	她在星巴克喝酒時思考未來職涯發展	She drinks at Starbucks thinking about future career plans	2026-06-29 17:02:01
4717	透過視訊會議使用英語進行共同行銷討論	Using English in video meetings for joint marketing discussions	2026-06-29 17:02:01
4718	姊姊努力提升工作功效同時思考未來方向	My sister improves work efficiency while thinking about the future	2026-06-29 17:02:01
4719	視訊課程中用英語講解紅酒文化品飲技巧	Video lessons explain wine tasting culture in English	2026-06-29 17:02:01
4720	共度週末夜晚看星星並思考人生重要選擇	Spending weekend nights stargazing and thinking about life choices	2026-06-29 17:02:01
4721	公司共用平台提升英語溝通工作功效明顯	Shared company platforms improve English communication efficiency	2026-06-29 17:02:01
4722	姊姊在視訊會議後和同事喝酒放鬆聊天	My sister drinks and relaxes with coworkers after video meetings	2026-06-29 17:02:01
4723	夜晚看星星時用英語思考人生學習方向	At night she thinks about life and study direction in English	2026-06-29 17:02:01
4724	共用視訊設備提升跨國專案工作功效效率	Shared video tools improve cross-border project efficiency	2026-06-29 17:02:01
4725	姊姊思考是否申請英國留學提升能力	My sister considers studying in the UK to improve skills	2026-06-29 17:02:01
4726	共飲紅酒時一起看星星聊人生理想	Drinking wine together while stargazing and talking life dreams	2026-06-29 17:02:01
4727	視訊教學中使用英語提升專業工作功效	Video teaching in English improves professional efficiency	2026-06-29 17:02:01
4728	姊姊和同事共餐時思考職涯發展方向	My sister thinks about career direction while dining with coworkers	2026-06-29 17:02:01
4729	星空下喝酒時用英語聊天放鬆心情	Drinking under stars and chatting in English to relax	2026-06-29 17:02:01
4730	共用資源提升工作功效同時思考改善	Shared resources improve efficiency while thinking of improvements	2026-06-29 17:02:01
4731	姊姊視訊結束後喝酒放鬆整理心情	My sister drinks and relaxes after video meetings	2026-06-29 17:02:01
4732	看星星時用英語思考未來留學計畫	Thinking about future study abroad in English while stargazing	2026-06-29 17:02:01
4733	共用視訊系統提升團隊工作功效表現	Shared video system improves team performance efficiency	2026-06-29 17:02:01
4734	姊姊在星空下喝酒慢慢思考人生未來方向	My sister drinks under stars slowly thinking about life direction	2026-06-29 17:02:01
4735	視訊會議中用英語共討論專案思考策略	In meetings, English is used to discuss project strategies	2026-06-29 17:02:01
4736	姊姊共喝紅酒後討論工作功效提升方法	My sister drinks wine and discusses work efficiency improvement	2026-06-29 17:02:01
4737	視訊課程中學習英語並看星星靈感	Learning English in video classes and gaining stargazing inspiration	2026-06-29 17:02:01
4738	共用資料時思考如何提升工作功效	Thinking how to improve work efficiency when sharing data	2026-06-29 17:02:01
4739	姊姊用英語和朋友喝酒聊天放鬆心情	My sister relaxes chatting in English over drinks	2026-06-29 17:02:01
4740	共用視訊設備看星星時思考人生方向	Using shared video tools while stargazing and thinking life direction	2026-06-29 17:02:01
4741	姊姊用英語報告提升工作功效表現	My sister reports in English improving work efficiency	2026-06-29 17:02:01
4742	視訊會議後共喝紅酒討論專案進度	After video meetings, drinking wine discussing project progress	2026-06-29 17:02:01
4743	星空下思考未來並用英語練習口語表達	Under stars thinking about future and practicing English speaking	2026-06-29 17:02:01
4744	共用視訊平台提升跨部門工作功效效率	Shared video platform improves cross-department efficiency	2026-06-29 17:02:01
4745	姊姊在星空下思考人生與未來方向	My sister thinks about life and future direction under stars	2026-06-29 17:02:01
4746	英語課程中練習喝酒文化與社交禮儀	English class practices wine culture and social etiquette	2026-06-29 17:02:01
4747	共用視訊時思考如何改善溝通方式	Thinking how to improve communication in shared video calls	2026-06-29 17:02:01
4748	姊姊在星空下用英語分享留學經驗	My sister shares study abroad experiences in English under stars	2026-06-29 17:02:01
4749	共喝紅酒時討論工作功效提升方法	Discussing ways to improve work efficiency over wine	2026-06-29 17:02:01
4750	視訊中看星星思考未來並用英語表達	In video calls, stargazing and expressing future thoughts in English	2026-06-29 17:02:01
4751	姊姊和同事共事提升工作功效效率	My sister works with coworkers to improve efficiency	2026-06-29 17:02:01
4752	喝酒時用英語思考人生未來發展方向	Drinking while thinking in English about life direction	2026-06-29 17:02:01
4753	姊姊共看星星時聊天放鬆心情很久	My sister chats under stars for a long relaxing time	2026-06-29 17:02:01
4754	視訊中用英語溝通提升工作功效表現	Using English in video calls improves work efficiency	2026-06-29 17:02:01
4755	姊姊在星空下用英語思考人生方向	My sister thinks about life direction in English under stars	2026-06-29 17:02:01
4756	共用視訊後喝酒討論提升工作功效	Drinking after shared video meetings to discuss efficiency	2026-06-29 17:02:01
4757	共看星星時用英語思考人生重要方向	Thinking about important life direction in English while stargazing	2026-06-29 17:02:01
4758	姊姊喝酒時用英語討論工作功效提升	My sister discusses improving work efficiency in English while drinking	2026-06-29 17:02:01
4759	共用視訊看星星時思考人生方向未來	Using shared video tools while stargazing and thinking about future life	2026-06-29 17:02:01
4760	姊姊在視訊會議後共喝紅酒用英語思考工作功效	My sister drinks wine after meetings and thinks about efficiency in English	2026-06-29 17:02:01
4761	姊姊在視訊會議後共喝紅酒思考英語工作功效	My sister drinks wine after meetings thinking about English work efficiency	2026-06-29 17:02:01
4762	這家餐廳的服務費真的很低耶。	The service fee at this restaurant is really low.	2026-06-29 17:02:44
4763	你看那邊有顆很大的氣球耶！	Look, there is a huge balloon over there!	2026-06-29 17:02:44
4764	我等一下在便利商店旁邊等你。	I will wait for you next to the convenience store in a bit.	2026-06-29 17:02:44
4765	我最近每天晚上都在讀小說。	I have been reading novels every night recently.	2026-06-29 17:02:44
4766	你聽得懂他剛才說的意思嗎？	Do you understand what he meant just now?	2026-06-29 17:02:44
4767	真的非常謝謝你今天特地幫忙。	Thank you so very much for specifically helping out today.	2026-06-29 17:02:44
4768	我今天早上大概九點才起床。	I only woke up around nine o'clock this morning.	2026-06-29 17:02:44
4769	他剛才洗完衣服，現在又在洗碗了。	He just finished doing laundry, and now he's washing dishes again.	2026-06-29 17:02:44
4770	這幾天台北的氣溫變得很低。	The temperature in Taipei has become very low these past few days.	2026-06-29 17:02:44
